path,suffix,matched_terms,snippet
scripts\stage_mdc1c2_fmmax_minimal_single_dipole.py,.py,dipole,"L16: OUT = ROOT / ""outputs"" / ""mdc1c2_fmmax_minimal_dipole"" | L21: STAGE = ""MDC1C2_FMMAX_minimal_single_dipole"" | L25: DIPOLE_FWHM_NM = 80.0 | L199: # Try to build a Gaussian x-dipole-like localized current source. | L201: fwhm=jnp.asarray(DIPOLE_FWHM_NM), | L212: # For a minimal single x-oriented dipole-like source: | L260: ""dipole_model"": ""gaussian_x_dipole_like_source"", | L263: ""dipole_fwhm_nm"": DIPOLE_FWHM_NM,"
scripts\stage_mdc1d0_fdtd_2d_plan_and_template_audit.py,.py,addfdtd;adddipole;dipole;frequency domain field;farfield;transmission;getresult;run(;runanalysis;power;monitor;FDTD 2D;dimension;mesh accuracy;PML;setglobalmonitor;setnamed,"L19: DIPOLES = [""x""]  # first FDTD probe only; z/y can be added after smoke pass | L56: ""addfdtd"", | L57: ""adddipole"", | L58: ""dipole"", | L59: ""frequency domain field"", | L60: ""farfield"", | L61: ""transmission"", | L62: ""getresult"","
scripts\stage_r1c2_rcled_c2_focused_refinement.py,.py,addfdtd;adddipole;dipole;farfield;run(;power;monitor;dimension;mesh accuracy;PML,"L35: MONITOR_X_SPAN_UM = 16.0 | L38: MONITOR_Y_UM = 1.8 | L40: MONITOR = ""top_farfield_monitor"" | L41: SOURCE = ""center_physical_x_dipole"" | L98: fdtd.addfdtd() | L99: fdtd.set(""dimension"", ""2D"") | L103: fdtd.set(""x min bc"", ""PML"") | L104: fdtd.set(""x max bc"", ""PML"")"
scripts\stage_r1c4_rcled_c2_cav230_source_y_robustness.py,.py,addfdtd;adddipole;dipole;farfield;run(;power;monitor;dimension;mesh accuracy;PML,"L40: MONITOR_X_SPAN_UM = 16.0 | L43: MONITOR_Y_UM = 1.8 | L45: MONITOR = ""top_farfield_monitor"" | L46: SOURCE = ""center_physical_x_dipole"" | L102: fdtd.addfdtd() | L103: fdtd.set(""dimension"", ""2D"") | L107: fdtd.set(""x min bc"", ""PML"") | L108: fdtd.set(""x max bc"", ""PML"")"
scripts\stage_r1c5_rcled_source_module_handoff_package.py,.py,dipole;monitor,"L10: GEOMETRY={'top_pair_count':6,'bottom_pair_count':0,'cavity_span_nm':230,'termination':'TiO2_50nm','fdtd_x_span_um':20,'gan_device_x_span_um':3,'top_dbr_mdc_span_um':8,'monitor_x_span_um':16,'dipole_orientation':'physical | L32: interface={'branch':'work/rcled-mdc-source-module','source_module_candidate_id':BASELINE_ID,'geometry_summary':'top=6, bottom=0, GaN cavity span=230 nm, TiO2 50 nm termination, physical x dipole, center source recommende"
scripts\stage_r2_1a_rcled_stack_tmm_physical_sanity_audit.py,.py,dipole,"L100: (OUT/'r2_1a_next_steps.md').write_text(f'''# R2-1A Next Steps\n\nDo not run a broad FDTD sweep. Validate only the shortlist:\n\n{roles}\n\nFor R2-2, run 2D FDTD dipole validation and check transmitted/upward output, angu"
scripts\stage_r2_1b_rcled_highres_tmm_shortlist_verify.py,.py,power,"L126: (OUT/'r2_1b_next_steps.md').write_text(f'''# R2-1B Next Steps\n\nRecommended maximum shortlist for 2D FDTD validation:\n\n{lines}\n\nRun only these before any broader sweep. Validate upward power, angular lobe shape, spe"
scripts\stage_r2_1_rcled_stack_tmm_453_highq_screen.py,.py,dipole,"L168: (OUT/'r2_1_screen_summary.md').write_text(f'''# R2-1 RCLED/TMM High-Q Screen\n\nRCLED = Resonant-Cavity LED, 谐振腔发光二极管. TMM = Transfer Matrix Method, 传输矩阵法. STACK = multilayer stack optical solver, 多层膜堆光学求解器. FWHM = Full  | L169: (OUT/'r2_1_next_steps.md').write_text('# R2-1 Next Steps\n\n1. Review `r2_1_top_candidates.csv` and pick no more than 3-6 Level A/B candidates.\n2. Run R2-2 2D FDTD dipole validation only for those candidates.\n3. Do sou | L172: section=f'''{marker}\n\n- Output: outputs/r2_1_rcled_stack_tmm_453_highq_screen\n- Method: lightweight STACK/TMM-style proxy, no FDTD.\n- Candidates screened: {len(rows)}\n- Level A count: {level_a}\n- Level B count: {le"
scripts\stage_r2_2a_rcled_fdtd_dipole_prepare_only.py,.py,dipole;power;monitor;dimension,"L2: """"""Prepare-only package for R2-2A 2D FDTD dipole validation. | L14: OUT = ROOT / ""outputs"" / ""r2_2a_rcled_fdtd_dipole_prepare_only"" | L21: DIPOLES = [""x"", ""y""] | L31: (""x/y incoherent average"", ""Add x- and y-dipole powers only; do not add fields coherently.""), | L85: for dipole in DIPOLES: | L88: ""case_id"": f""R2_2A_{cand['candidate_id']}_453_center_{dipole}"", | L99: ""dipole_orientation"": dipole, | L100: ""simulation_dimensionality"": ""2D"","
scripts\stage_r2_2b_rcled_fdtd_vertical_geometry_mapping_audit.py,.py,dipole;power;monitor;PML,"L5: FSP/LDF/raw monitor files. | L14: R2_2A_GEOM = ROOT / ""outputs"" / ""r2_2a_rcled_fdtd_dipole_prepare_only"" / ""r2_2a_candidate_geometry_summary.csv"" | L15: R2_2A_MANIFEST = ROOT / ""outputs"" / ""r2_2a_rcled_fdtd_dipole_prepare_only"" / ""r2_2a_case_manifest.csv"" | L79: {""candidate_id"": c[""candidate_id""], ""order_from_output_side"": 5, ""stack_region"": ""MQW_dipole_plane"", ""material_or_role"": ""center x/y dipole"", ""nominal_thickness_nm"": 0, ""mapping_note"": ""place near cavity center for smoke | L81: {""candidate_id"": c[""candidate_id""], ""order_from_output_side"": 7, ""stack_region"": ""substrate_or_bottom_boundary_side"", ""material_or_role"": ""lower boundary / substrate side"", ""nominal_thickness_nm"": ""simulation dependent"", | L102: ""monitor_inside_pml_allowed"": ""no"", | L105: ""recommended_monitor_x_span_um"": 16, | L159: - Selected first-smoke candidate: R2_1_00223, center x/y dipoles at 453 nm."
scripts\stage_r2_2c_rcled_fdtd_smoke_setup_only.py,.py,addfdtd;adddipole;dipole;farfield;runanalysis;power;monitor;dimension;mesh accuracy;PML,"L5: runanalysis, far-field extraction, .ldf/raw monitor creation. | L44: MONITOR_X_SPAN_UM = 16.0 | L45: MONITOR_Y_UM = 1.8 | L58: {""case_id"": ""R2_2C_R2_1_00223_453_center_x"", ""dipole_orientation"": ""x"", ""theta"": 90.0, ""phi"": 0.0, ""validity"": ""VALID_SOLVE_CANDIDATE""}, | L59: {""case_id"": ""R2_2C_R2_1_00223_453_center_z_outofplane"", ""dipole_orientation"": ""z_outofplane"", ""theta"": 0.0, ""phi"": 0.0, ""validity"": ""VALID_SOLVE_CANDIDATE""}, | L64: ""dipole_orientation"": ""y_invalid_cavity_normal"", | L130: fdtd.addfdtd() | L131: fdtd.set(""dimension"", ""2D"")"
scripts\stage_r2_2d_rcled_fdtd_smoke_solve.py,.py,dipole;farfield;transmission;run(;power;monitor,"L31: MONITOR = ""top_farfield_monitor"" | L37: ""dipole_orientation"": ""x"", | L45: ""dipole_orientation"": ""z_outofplane"", | L101: def band_power(angles: np.ndarray, intensity: np.ndarray, lo: float, hi: float) -> float: | L106: def cone_power(angles: np.ndarray, intensity: np.ndarray, cone: float) -> float: | L137: normal = band_power(angles, intensity, 0, 5) | L138: offaxis = band_power(angles, intensity, 20, 30) | L143: ""dipole_orientation"": orientation,"
scripts\stage_r2_2e_rcled_offaxis_directional_reanalysis.py,.py,dipole;power,"L59: def mask_power(a: np.ndarray, i: np.ndarray, mask: np.ndarray) -> float: | L112: normal = mask_power(a, i, np.abs(a) <= 5) | L117: pos_power = mask_power(a, i, pmask) | L118: neg_power = mask_power(a, i, nmask) | L119: target_power = pos_power + neg_power | L120: offtarget = max(total - target_power, 0.0) | L125: ""positive_target_power_fraction"": pos_power / total if total > 0 else math.nan, | L126: ""negative_target_power_fraction"": neg_power / total if total > 0 else math.nan,"
scripts\stage_r2_2g_offaxis_farfield_polar_plot.py,.py,farfield,"L18: OUT = ROOT / ""outputs"" / ""r2_2g_offaxis_farfield_polar_plot"" | L97: INDEX.write_text(text.rstrip() + f""\n\n{marker}\n\n- Generated polar and Cartesian far-field plots from existing R2-2D/R2-2E CSV data.\n- No FDTD or Lumerical run.\n- Output folder: outputs/r2_2g_offaxis_farfield_polar_p | L134: save_all(fig, ""r2_2g_incoherent_polar_farfield"") | L135: fig.savefig(OUT / ""r2_2g_incoherent_polar_farfield_light.png"", dpi=150, bbox_inches=""tight"") | L159: save_all(fig, ""r2_2g_angle_cut_farfield"") | L184: - r2_2g_incoherent_polar_farfield.png/svg/pdf | L185: - r2_2g_angle_cut_farfield.png/svg/pdf"
scripts\stage_r2_3a_normal_rcled_route_reset_decision.py,.py,dipole,"L65: ""dipole_pair"": ""simulation_x + simulation_z_outofplane"","
scripts\stage_r2_4a_normal_rcled_variable_dbr_inverse_design_formulation.py,.py,dipole;power,"L38: {""constraint"": ""offaxis_power_20_to_60_deg"", ""value"": ""penalize"", ""reason"": ""normal RCLED target rejects off-axis dominance""}, | L107: R2_1_00223 failed because the current DBR/cavity phase selected an off-axis leaky/cavity mode near +/-36 deg instead of the normal direction. The inverse-design goal is to move the strongest real dipole-coupled cavity/ou | L115: Valid MQW incoherent pair: simulation_x + simulation_z_outofplane. The simulation_y cavity-normal dipole is invalid for this 2D MQW pair. | L143: - high normal-window power near lambda = 453 nm | L153: - strong off-axis power in |theta| = 20 to 60 deg | L173: Why not direct adjoint first: the DBR/cavity is mostly 1D layered, so TMM/STACK is faster and more stable for initial exploration. Full FDTD adjoint for dipole angular/spectral objectives is more expensive and should be  | L190: R2-4A defines a normal-direction RCLED source-module inverse-design formulation. The core physical point is that DBR phase and cavity phase determine whether the dipole-coupled mode exits near theta = 0 deg or leaks into | L201: ""invalid_dipole"": ""simulation_y cavity-normal"","
scripts\stage_r2_4b_normal_rcled_variable_dbr_tmm_optimize.py,.py,monitor,"L320: summary = f""""""# R2-4B Normal RCLED Variable DBR TMM-Style Proxy Optimization\n\nNo FDTD, Lumerical, FSP, LDF, or raw monitor data were created. This is a Python-only multilayer proxy screen with fixed seed `{SEED}`.\n\n# | L323: (OUT / ""r2_4b_next_steps.md"").write_text(""# R2-4B Next Steps\n\n1. Generate setup-only FSPs for the top 3-5 R2-4B candidates.\n2. Inspect geometry and source/monitor placement in GUI.\n3. Run only the first normal-RCLED "
scripts\stage_r2_4c_variable_dbr_setup_only_fsp.py,.py,addfdtd;adddipole;dipole;farfield;runanalysis;power;monitor;dimension;mesh accuracy;PML,"L5: runanalysis, far-field extraction, .ldf/raw monitor creation. | L27: VALID_DIPOLES = [ | L28: {""suffix"": ""center_x"", ""dipole_orientation"": ""simulation_x"", ""theta"": 90.0, ""phi"": 0.0}, | L29: {""suffix"": ""center_z_outofplane"", ""dipole_orientation"": ""simulation_z_outofplane"", ""theta"": 0.0, ""phi"": 0.0}, | L40: MONITOR_X_SPAN_UM = 16.0 | L43: MONITOR_CLEARANCE_UM = 0.35 | L158: monitor_y_um = min(y_max_um - 0.35, top_max_nm / 1000.0 + MONITOR_CLEARANCE_UM) | L161: fdtd.addfdtd()"
scripts\stage_r2_4d0_variable_dbr_xline_xdipole_position_scout.py,.py,dipole;farfield;transmission;run(;power;monitor;setnamed,"L2: """"""R2-4D0 fast x-line scout: x-oriented dipole only. | L5: Forbidden in this stage: z_outofplane, center_y, wavelength sweep, raw monitor | L31: OUT = ROOT / ""outputs"" / ""r2_4d0_variable_dbr_xline_xdipole_position_scout"" | L36: STAGE = ""R2_4D0_variable_DBR_xline_xdipole_position_scout"" | L40: MONITOR = ""top_farfield_monitor"" | L41: SOURCE_NAME = ""center_x_dipole"" | L96: def band_power(angles: np.ndarray, intensity: np.ndarray, lo: float, hi: float) -> float: | L101: def cone_power(angles: np.ndarray, intensity: np.ndarray, cone: float) -> float:"
scripts\stage_r2_4d1_xline_failure_diagnosis_proxy_correction.py,.py,dipole;power,"L13: P4D0_AVG = ROOT / ""outputs"" / ""r2_4d0_variable_dbr_xline_xdipole_position_scout"" / ""r2_4d0_xline_xdipole_average_metrics.csv"" | L14: P4D0_ROB = ROOT / ""outputs"" / ""r2_4d0_variable_dbr_xline_xdipole_position_scout"" / ""r2_4d0_source_position_robustness.csv"" | L15: P4D0_COMP = ROOT / ""outputs"" / ""r2_4d0_variable_dbr_xline_xdipole_position_scout"" / ""r2_4d0_proxy_vs_fdtd_comparison.csv"" | L81: ""why_old_proxy_is_fooled"": ""single smoke result shows a narrow directional lobe, but it is centered far off normal and normal-window power is weak"", | L89: ""fdtd_peak_abs_angle_deg"": r06361_avg.get(""xline_xdipole_peak_abs_angle_deg"", """"), | L90: ""fdtd_angular_FWHM_deg"": r06361_avg.get(""xline_xdipole_angular_FWHM_deg"", """"), | L91: ""fdtd_normal_offaxis_ratio"": r06361_avg.get(""xline_xdipole_normal_offaxis_ratio"", """"), | L92: ""failure_mode"": ""narrow but strongly off-axis x-line x-dipole lobe near 37 deg"","
scripts\stage_r2_4d2_corrected_risk_aware_tmm_optimize.py,.py,dipole;power;monitor,"L236: # Corrected objective: reward absolute normal power, punish absolute off-axis and failed-family similarity. | L479: No FDTD, Lumerical, lumapi, FSP, LDF, MAT/H5, raw monitor data, or full adjoint run was performed. | L497: This is still only a Python proxy. R2-4D1 showed the old proxy failed badly against x-line x-dipole FDTD, so these candidates must be validated first by setup-only FSP generation, GUI inspection, and then x-line x-dipole | L500: (OUT / ""r2_4d2_proxy_limitations.md"").write_text(""# R2-4D2 Proxy Limitations\n\nThis is a corrected Python-only TMM/STACK-style proxy informed by negative FDTD samples. It still cannot model finite-aperture dipole emissi | L501: next_step = ""R2-4D3 setup-only FSP generation for only the corrected shortlist, then GUI inspection, then R2-4D4 x-line x-dipole-only FDTD scout."" if shortlist else ""No candidate passed. Revise the variable space or run "
scripts\stage_r2_4d3_cavity_phase_design_space_reset.py,.py,dipole,"L26: D0 = ROOT / ""outputs"" / ""r2_4d0_variable_dbr_xline_xdipole_position_scout"""
scripts\stage_r2_4d4_focused_cavity_phase_sweep.py,.py,monitor,"L187: block = f""""""\n{marker}\n\n- Stage: R2-4D4 focused cavity-phase sweep.\n- No FDTD/Lumerical/FSP/LDF/raw monitor data.\n- Output folder: outputs/r2_4d4_focused_cavity_phase_sweep\n- Purpose: explicit angle-dependent top/bo | L281: No FDTD, Lumerical, FSP, LDF, MAT/H5, or raw monitor data were created. This is a Python-only transfer-matrix reflection-phase diagnosis."
scripts\stage_r2_4d5a_shortlist_te_tm_offaxis_risk_review.py,.py,dipole;monitor,"L88: block = f""""""\n{marker}\n\n- Stage: R2-4D5A shortlist TE/TM off-axis risk review.\n- No FDTD/Lumerical/FSP/LDF/raw monitor data.\n- Backup decision: {decision}.\n- Output folder: outputs/r2_4d5a_shortlist_te_tm_offaxis_ri | L235: (OUT / ""r2_4d5a_stop_decisions.md"").write_text(""# R2-4D5A Stop Decisions\n\n- Do not run FDTD in R2-4D5A.\n- Do not generate FSP in R2-4D5A.\n- Do not run z_outofplane or broadband spectral validation yet.\n- Do not call | L241: No FDTD, Lumerical, lumapi, setup-only FSP, LDF, MAT/H5, or raw monitor data were created. | L263: This remains a TMM phase risk review. Physical validation still requires x-line x-dipole FDTD after setup-only geometry inspection."
scripts\stage_r2_4d5_focused_cavity_termination_phase_optimization.py,.py,dipole;monitor,"L321: block = f""""""\n{marker}\n\n- Stage: R2-4D5 focused cavity/termination phase-guided optimization.\n- No FDTD/Lumerical/FSP/LDF/raw monitor data.\n- Best candidate: `{best_id}`.\n- Robust TE/TM shortlist exists: `{robust}`. | L380: (OUT / ""r2_4d5_proxy_limitations.md"").write_text(""# R2-4D5 Proxy Limitations\n\nThis package is a Python-only TMM phase/outcoupling proxy. It does not model dipole source coupling, finite aperture diffraction, 2D/3D FDTD | L381: (OUT / ""r2_4d5_next_steps.md"").write_text((""# R2-4D5 Next Steps\n\n"" + (""1. Review the D5 shortlist.\n2. If approved, run R2-4D6 setup-only FSP generation for only the shortlist, no solve.\n3. GUI inspect.\n4. Then run R | L388: No FDTD, Lumerical, lumapi, setup-only FSP, LDF, MAT/H5, or raw monitor data were created."
scripts\stage_r2_4d6_setup_only_fsp_d5_primary.py,.py,addfdtd;adddipole;dipole;farfield;runanalysis;power;monitor;dimension;mesh accuracy;PML,"L2: """"""R2-4D6 setup-only FSP generation for D5_BASE_13461 x-line x-dipole cases. | L5: runanalysis, far-field extraction, .ldf/.mat/.h5/raw monitor creation. | L44: MONITOR_X_SPAN_UM = 16.0 | L47: MONITOR_CLEARANCE_UM = 0.35 | L151: monitor_y_um = min(y_max_um - 0.35, top_max_nm / 1000.0 + MONITOR_CLEARANCE_UM) | L154: fdtd.addfdtd() | L155: fdtd.set(""dimension"", ""2D"") | L159: fdtd.set(""x min bc"", ""PML"")"
scripts\stage_r2_4d7_xline_xdipole_fdtd_scout_d5_primary.py,.py,dipole;farfield;run(;power;monitor,"L2: """"""R2-4D7 x-line x-dipole-only FDTD scout for D5_BASE_13461. | L31: OUT = ROOT / ""outputs"" / ""r2_4d7_xline_xdipole_fdtd_scout_d5_primary"" | L37: STAGE = ""R2-4D7 x-line x-dipole FDTD scout for D5_BASE_13461"" | L40: MONITOR = ""top_farfield_monitor"" | L95: def band_power(angles: np.ndarray, intensity: np.ndarray, lo: float, hi: float) -> float: | L100: def cone_power(angles: np.ndarray, intensity: np.ndarray, cone: float) -> float: | L128: ff = fdtd.farfield2d(MONITOR, 1) | L129: ang = fdtd.farfieldangle(MONITOR, 1)"
scripts\stage_r2_4d8_source_position_failure_diagnosis_proxy_redesign.py,.py,dipole,"L16: D7 = ROOT / ""outputs"" / ""r2_4d7_xline_xdipole_fdtd_scout_d5_primary"" | L240: - No y-dipole validation for D5. | L255: - D7 x-line x-dipole verdict: `{avg.get('scout_verdict', 'missing')}`."
scripts\stage_r2_4d9_proxy_redesigned_stack_search_v2.py,.py,dipole,"L255: ""tri_point_dipole"": ""x_only"", | L290: shortlist_fields = score_fields + [""shortlist_role"", ""tri_point_x_positions_um"", ""tri_point_dipole"", ""tri_point_wavelength_nm"", ""tri_point_rule""] | L337: summary_lines.append(f""- {r['shortlist_role']}: {r['candidate_id']} -> tri-point x positions [-0.7, 0.0, +0.7] um, x-dipole only, 453 nm only."") | L357: ""If a future candidate is shortlisted, validate it with the minimum source-position guard before any 5-point/9-point x-line, y-dipole, z-out-of-plane, or broadband work."", | L360: ""- dipole: x-oriented only"","
scripts\stage_r2_4e0_new_design_family_reset_after_d9_nopass.py,.py,dipole;power,"L14: ""d7_case_metrics"": ROOT / ""outputs"" / ""r2_4d7_xline_xdipole_fdtd_scout_d5_primary"" / ""r2_4d7_case_metrics.csv"", | L15: ""d7_average_metrics"": ROOT / ""outputs"" / ""r2_4d7_xline_xdipole_fdtd_scout_d5_primary"" / ""r2_4d7_xline_average_metrics.csv"", | L16: ""d7_robustness"": ROOT / ""outputs"" / ""r2_4d7_xline_xdipole_fdtd_scout_d5_primary"" / ""r2_4d7_source_position_robustness.csv"", | L17: ""d7_summary"": ROOT / ""outputs"" / ""r2_4d7_xline_xdipole_fdtd_scout_d5_primary"" / ""r2_4d7_summary.md"", | L107: ""main_risk"": ""Lower Q may broaden spectrum or reduce peak normal power, so spectral FWHM and extraction proxy must be guarded."", | L110: ""stop_condition"": ""stop if 30-40 lobe proxy is high, center contrast is excessive, or tri-point x-dipole 453 nm fails"", | L125: ""physical_rationale"": ""Optimize for finite lateral source ensemble from the start instead of a single central dipole."", | L195: ""- D7 proved D5_BASE_13461 fails the x-line x-dipole scout at 453 nm."","
scripts\stage_r2_4e1_new_family_candidate_generator_proxy_scan.py,.py,dipole,"L253: row[""minimum_fdtd_entry_plan""] = ""tri-point x=[-0.7,0,+0.7] um; x-dipole only; 453 nm only; pass before 5-point; fail stops candidate; no y/z/broadband before pass"" | L345: ""- dipole: x-oriented only"", | L349: ""- no y-dipole, z-out-of-plane, or broadband before tri-point pass"", | L377: summary.append(f""- {r['shortlist_role']}: {r['candidate_id']} / {r['family_id']} -> tri-point x-dipole 453 nm only."")"
scripts\stage_r2_4e2_e1_0236_tri_point_xdipole_fdtd_guard.py,.py,addfdtd;adddipole;dipole;farfield;run(;power;monitor;dimension;mesh accuracy;PML,"L2: """"""R2-4E2 tri-point x-dipole FDTD guard for E1_0236 only. | L4: Allowed Lumerical action: solve exactly three x-dipole 453 nm cases at x=-0.7,0,+0.7 um. | L5: Forbidden: y dipole, z_outofplane, broadband, 5/9-point sweeps, other candidates. | L20: OUT = ROOT / ""outputs"" / ""r2_4e2_e1_0236_tri_point_xdipole_fdtd_guard"" | L24: STAGE = ""R2-4E2 E1_0236 tri-point x-dipole 453 nm FDTD guard"" | L30: ""E1_0236_xm0p7_xdipole_453"", | L31: ""E1_0236_x0p0_xdipole_453"", | L32: ""E1_0236_xp0p7_xdipole_453"","
scripts\stage_r2_4e3_e1_0236_fdtd_failure_diagnosis_proxy_correction.py,.py,dipole,"L17: ""e2_case_results"": ROOT / ""outputs"" / ""r2_4e2_e1_0236_tri_point_xdipole_fdtd_guard"" / ""r2_4e2_case_results.csv"", | L18: ""e2_average"": ROOT / ""outputs"" / ""r2_4e2_e1_0236_tri_point_xdipole_fdtd_guard"" / ""r2_4e2_tri_point_incoherent_average.csv"", | L19: ""e2_verdict"": ROOT / ""outputs"" / ""r2_4e2_e1_0236_tri_point_xdipole_fdtd_guard"" / ""r2_4e2_pass_fail_verdict.md"", | L219: ""FDTD is not allowed until after E4 review. If E4 produces a candidate, the first validation remains tri-point x-dipole 453 nm only."", | L229: ""- No y-dipole, z-out-of-plane, or broadband validation for E1_0236."","
scripts\stage_r2_4e4_candidate_generator_v3_faroffaxis_guard.py,.py,dipole,"L18: ""e2_average"": ROOT / ""outputs"" / ""r2_4e2_e1_0236_tri_point_xdipole_fdtd_guard"" / ""r2_4e2_tri_point_incoherent_average.csv"", | L19: ""e2_cases"": ROOT / ""outputs"" / ""r2_4e2_e1_0236_tri_point_xdipole_fdtd_guard"" / ""r2_4e2_case_results.csv"", | L213: row[""minimum_fdtd_entry_plan""] = ""tri-point x=[-0.7,0,+0.7] um; x-dipole only; 453 nm only; pass before 5-point; fail stops candidate; no y/z/broadband before pass"" | L252: entry = [""# R2-4E4 Tri-Point FDTD Entry Plan"", """", ""E4 itself does not run FDTD. If a candidate is shortlisted, the only allowed first validation is:"", """", ""- x positions: [-0.7, 0.0, +0.7] um"", ""- dipole: x-oriented onl | L265: summary.append(f""- {r['shortlist_role']}: {r['candidate_id']} / {r['family_id']} -> tri-point x-dipole 453 nm only."")"
scripts\stage_r2_4e5_no_pass_route_audit_design_freedom_escalation.py,.py,dipole,"L15: ""d7_case_metrics"": ROOT / ""outputs"" / ""r2_4d7_xline_xdipole_fdtd_scout_d5_primary"" / ""r2_4d7_case_metrics.csv"", | L16: ""d7_average"": ROOT / ""outputs"" / ""r2_4d7_xline_xdipole_fdtd_scout_d5_primary"" / ""r2_4d7_xline_average_metrics.csv"", | L21: ""e2_case_results"": ROOT / ""outputs"" / ""r2_4e2_e1_0236_tri_point_xdipole_fdtd_guard"" / ""r2_4e2_case_results.csv"", | L22: ""e2_average"": ROOT / ""outputs"" / ""r2_4e2_e1_0236_tri_point_xdipole_fdtd_guard"" / ""r2_4e2_tri_point_incoherent_average.csv"", | L158: ""1. first FDTD must be tri-point x-dipole at 453 nm only; x = [-0.7, 0.0, +0.7] um"", | L162: ""5. no y-dipole, z-out-of-plane, or broadband before tri-point pass"","
scripts\stage_r2_4f0_literature_seeded_relaxed_target_rcled_mdc_scan.py,.py,dipole,"L19: ""e2_average"": ROOT / ""outputs"" / ""r2_4e2_e1_0236_tri_point_xdipole_fdtd_guard"" / ""r2_4e2_tri_point_incoherent_average.csv"", | L165: row[""tri_point_fdtd_entry_plan""] = ""tri-point x=[-0.7,0,+0.7] um; x-dipole only; 453 nm only; pass tri-point before y-dipole; pass x/y before broadband; fail stops candidate"" | L202: entry = [""# R2-4F0 Tri-Point FDTD Entry Plan"", """", ""If and only if F0 shortlist_count > 0, first validation is:"", """", ""- x positions: [-0.7, 0.0, +0.7] um"", ""- x-dipole only"", ""- 453 nm only"", ""- pass tri-point before y-"
scripts\stage_r2_4f1_f0_0781_tri_point_xdipole_fdtd_guard.py,.py,addfdtd;adddipole;dipole;farfield;run(;power;monitor;dimension;mesh accuracy;PML,"L2: """"""R2-4F1 tri-point x-dipole FDTD guard for F0_0781 only. | L4: Allowed Lumerical action: solve exactly three x-dipole 453 nm cases at x=-0.7,0,+0.7 um. | L5: Forbidden: y dipole, z_outofplane, broadband, 5/9-point sweeps, other candidates. | L20: OUT = ROOT / ""outputs"" / ""r2_4f1_f0_0781_tri_point_xdipole_fdtd_guard"" | L24: STAGE = ""R2-4F1 F0_0781 tri-point x-dipole 453 nm FDTD guard"" | L30: ""F0_0781_xm0p7_xdipole_453"", | L31: ""F0_0781_x0p0_xdipole_453"", | L32: ""F0_0781_xp0p7_xdipole_453"","
scripts\stage_r2_4f2_f0_0204_tri_point_xdipole_fdtd_guard.py,.py,addfdtd;adddipole;dipole;farfield;run(;power;monitor;dimension;mesh accuracy;PML,"L2: """"""R2-4F2 tri-point x-dipole FDTD guard for F0_0204 only. | L4: Allowed Lumerical action: solve exactly three x-dipole 453 nm cases at x=-0.7,0,+0.7 um. | L5: Forbidden: y dipole, z_outofplane, broadband, 5/9-point sweeps, other candidates. | L20: OUT = ROOT / ""outputs"" / ""r2_4f2_f0_0204_tri_point_xdipole_fdtd_guard"" | L24: STAGE = ""R2-4F2 F0_0204 tri-point x-dipole 453 nm FDTD guard"" | L30: ""F0_0204_xm0p7_xdipole_453"", | L31: ""F0_0204_x0p0_xdipole_453"", | L32: ""F0_0204_xp0p7_xdipole_453"","
scripts\stage_r2_4f3_f0_shortlist_fdtd_failure_audit_proxy_breakdown.py,.py,dipole;farfield;transmission,"L18: ""F1"": ROOT / ""outputs"" / ""r2_4f1_f0_0781_tri_point_xdipole_fdtd_guard"", | L19: ""F2"": ROOT / ""outputs"" / ""r2_4f2_f0_0204_tri_point_xdipole_fdtd_guard"", | L136: {""option"": ""A"", ""route"": ""dipole_aware_reduced_proxy_or_reciprocity_angular_coupling"", ""physical_rationale"": ""1D stack transmission is not enough; finite MQW dipoles couple into LDOS and leaky/guided channels."", ""expecte | L149: The full F0 relaxed-target shortlist failed tri-point x-dipole FDTD guard. | L152: - The Python-only 1D stack/MDC proxy estimates angular transmission/reflection, but it does not model finite MQW dipole emission coupling. | L153: - It lacks Green-function / LDOS / dipole-to-farfield angular coupling, so it can miss leaky or guided-like high-angle channels. | L169: `R2-4G0_dipole_aware_proxy_spec_and_minimal_validation_dataset_plan` | L171: G0 should be Python-only. It should define a dipole-aware or reciprocity-aware reduced proxy before any new FDTD shortlist."
scripts\stage_r2_4fmm2b1r_rcwa_result_schema_audit.py,.py,getresult;run(;power;setnamed,"L50: RESULT_NAMES = [""total_energy"", ""substrate"", ""simulation_run_time"", ""index"", ""grating_power"", ""grating_orders""] | L132: try_call(rows, f""setnamed {prop}"", lambda: fdtd.setnamed(obj, prop, value), obj) | L170: attempted_getresult_names: list[str] = [] | L181: ""attempted_getresult_names"": RESULT_NAMES, | L219: run_ok, _ = try_call(attempts, ""run_tiny_rcwa_model"", lambda: fdtd.run(), RCWA_OBJECT) | L223: ok_list, value_list = try_call(attempts, ""discover_getresult_one_arg"", lambda: fdtd.getresult(RCWA_OBJECT), RCWA_OBJECT) | L232: ok_eval, _ = try_call(attempts, ""discover_getresult_script"", lambda: fdtd.eval(f'__fmm2b1r_results=getresult(""{RCWA_OBJECT}"");'), RCWA_OBJECT) | L234: ok_getv, val_getv = try_call(attempts, ""discover_getresult_script_getv"", lambda: fdtd.getv(""__fmm2b1r_results""), RCWA_OBJECT)"
